changedtweet,actual sentiment,SVM1 sentiment,DT1 sentiment
global warming ya thing wildlife adapt bumdass,-1,0,0
rt agree margaret thatcher climate change globalist conspiracy major hoax,-1,-1,0
global warming real,-1,0,0
rt texan totally believe climate change texas call seasons,-1,-1,1
rt alarmists say global warming blame record tick population theres one massive problem,-1,-1,-1
rt liberals weather climate also liberals see bad weather thats climate change,-1,-1,-1
love this climate change cut peoples heads off,-1,-1,-1
climate change taxes amp fees amp beloved high cost train amp light rail projects dem polit,-1,0,0
rt almost tempted watch cnn tonight watch lose minds fact trump nominated climate change sk,-1,1,1
global warming need it,-1,0,-1
rt un amp globalists tell america agw climate change hoax unstoppable guess see that ht,-1,-1,-1
rt science climate change exposed mass murderers million babies murdered since simply,-1,-1,1
rich galen global warming another dc snow job blizzard galenisglobalwarmingahtml,-1,-1,-1
rt notice climate change happening jupiter coal power plants suvs cow farts,-1,-1,0
like dinos adapt die out btw manmade global warming fact supposition,-1,-1,-1
eu referendum british council spends million climate change propaganda via,-1,-1,1
rt hollywood raps qhypocriteq leonardo dicaprioqs qglobal warming org embezzlingq mbd billions,-1,-1,-1
boycott gores new film amp join round table global warming subject need stop chemtrails now,-1,0,0
global warming global cooling climate change goal,-1,-1,0
paris agreement bs man made climate change,-1,-1,0
delusions climate change disaster still limit rationale,-1,1,0
thought see regarding un scientists climate change,-1,0,0
rt attention liberals macron offers refugee status please move leave usa asap climate change,-1,-1,-1
rt lie scam,-1,-1,-1
think make americans eat less reverse climate change what,-1,0,1
rt play college sport spring semester never believe global warming,-1,-1,-1
federal court trump epa must enforce obama climate change rule,-1,-1,-1
computer forensics experts still idiots belive global warming true,-1,-1,0
rt climate change nothing carbon footprint god stop touching yourself,-1,-1,-1
sally kohns latest evidence climate change proves smart person via,-1,-1,-1
rt gop senators family builds igloo mock global warming,-1,-1,0
great global warming collapse via,-1,-1,-1
qour biggest national security threat climate change islam religion peaceq liberalism mental disorder,-1,-1,0
rt due global warming snow snow belt tornadoes tornado alley heat drought desert tropical,-1,-1,-1
naacp appointed climate director claims global warming deviants responsible rape l,-1,0,-1
rt petersen qwhether global warming real not governments business fight itq,-1,0,0
rt climate change fanatics frightened lord lawson,-1,-1,0
factor producer jesse watters caught former vp al gore talked global warming well show the,-1,-1,0
happened global warming fake news losing facts,-1,-1,-1
rt us amp europe tried get climate scientists downplay lack global warming last years,-1,-1,-1
rt gore scamming money climate fools al gores climate change film inconvenient truth gets sequel,-1,-1,-1
good know thereqs nothing going home requires mayorqs attention,-1,-1,1
rt usually ask retweets guy founded weather channel says global warming complete ho,-1,-1,-1
rt questioning mark carneyqs claims climate change carbon pricing new reports,-1,-1,1
hows whole ozone ozone holding emissions heat amp etc causing global warming,-1,0,0
rt scam another warmist rescued arctic cold global warming activist transported,-1,-1,-1
remarkableall roads lead soros funded orgsespecially illuminati hoax global warming,-1,-1,-1
like lying global warming becoming multi millionaire it,-1,-1,0
rt everything liberal leftist controlling people climate change free sp,-1,-1,1
funny believe bullshit science climate change science fetus actually living human,-1,-1,-1
rt incredible snow states first time since global warming hoax lost,-1,-1,-1
rt hypocriteinchief obama flies multiple planes hawaii deploring little stop climate change https,-1,-1,-1
rt wtf wrong w jerry brown amp california legislature taxes amp higher gas prices fake global warming,-1,-1,0
hollywood nonsense need know actually believed climate change nonsens,-1,-1,1
gridlock facts brushed global warming fanatics o,-1,-1,0
believe global warming international conspiracy perpetrated ge order sell air conditioners,-1,-1,-1
proof global warming lie warm all check mate atheists,-1,-1,-1
shannon l goessling taking epa global warming rules court,-1,0,1
altar manmade globalwarming purposefully confuse natural climate change manmade global warming,-1,-1,-1
rt david suzuki completely ignorant subject climate change even k,-1,-1,1
rt trudeau injecting climate change fear people taxing us dividing get that said w,-1,0,0
rt dang stinking democrats still believe global warming greatest threat hillary sanders,-1,-1,-1
libsdems also greedy lunatics global warming even exists hot,-1,0,0
im birther amp trutherbama this story centurygoogle obama global warming,-1,-1,-1
rt democrats lecture us global warming flying private jets preach feminism b,-1,-1,-1
weather channel waited day snowstorms air new global warming special liberty unyielding,-1,-1,-1
whole climate change thing calling us sinners breathing existing carbon,-1,-1,-1
rt thing obama administration concerned climate change antimuslim speech,-1,-1,-1
rt new york times slammed cancellations punishment climate change heresy,-1,-1,0
gr quote realised climate change argument designed divide true regardless,-1,0,0
rt cut taxes amp cancel billions global warming payments un use money,-1,-1,-1
know come one ever talks good kind climate change,-1,0,-1
tam cant stop climate change sa,-1,0,1
itqs called seasons youqre seeing things normal global warming man made natural un marxism,-1,-1,-1
rt snowing tallahassee first time years someone please stop global warming fre,-1,-1,-1
climate change need concerned meet face face christ amos pr,-1,1,0
rt one hurricane proves climate change threat kill us all year gap since last major one h,-1,-1,1
global warming proven hoax climate change isnt tricking people either try extreme weather,-1,-1,0
suppose could use global warming stuff al gore selling,-1,-1,-1
people r certifiably insanetheres freaking global warming old cranks jane fonda rest cont,-1,0,0
much saved due todays snow storm dc global warming wonderful thing,-1,-1,-1
free reading ahead time vis vis global warming available psychic reading mypsychicsonlineinf,-1,0,-1
gone climate change,-1,0,0
rt thank pointing climate change important christians slaughtered h,-1,0,0
rt well thatqs lame thanksa obama,-1,-1,-1
believes climate change led rise terrorism calls,-1,0,0
corn based ethanol good thing thought made clear itqs fraud like global warming,-1,-1,0
fake news global warming lies,-1,-1,-1
rt nobody personally sees evidence climate change funding cut off scam dies,-1,-1,-1
rt tomorrow earth day means well get nagged usual magical climate change yay,-1,0,0
global warming oh im sorry changed name cuz global warming,-1,-1,0
bogus global warming consensus fading fast margaret wente torontos globe mail explains w,-1,-1,-1
rt climate change caused blizzard march please explain caused blizzard occurred april,-1,-1,1
rt far evidence democrat voter fraud global warming http,-1,-1,-1
greatest challenge climate change challengeyesmost important no,-1,0,0
rt christians burn pope worries capitalism amp qclimate changeq meanwhile defends persecuted chri,-1,-1,-1
rt people believe climate change cant accept fact science says biologically male female,-1,1,1
rt climate scientists want research grant renewed agree manmade climate change real,-1,-1,-1
obama administrationthere victory air power unless count qclimate changeqbreitbart,-1,-1,-1
illegal war myth global warmingmy main campaign platform election illegal,-1,-1,-1
give egores climate groupies time come hair brained excuse linking man made global warming snow,-1,-1,-1
snowing texas yall still think global warming real,-1,-1,1
commentary talk mini ice age global warming debate may change via,-1,-1,0
russia hack trump walked water would say cant swim blame global warming frozen water,-1,0,1
rt give clean beautiful healthy air old climate change global warming bullshit tired,-1,-1,-1
rt new mexico hit hard global warming today,-1,0,-1
